INT	INT	INT	INT	STRING	STRING
INT	INT	INT	INT	STRING	STRING
3922	2147483647	2147483647	1	220.154.230.0	220.154.230.255
3923	2147483647	2147483647	2	220.159.243.0	220.159.255.255
3924	2147483647	2147483647	1	220.160.0.0	220.160.201.213
3925	2147483647	2147483647	2	220.160.201.214	220.160.201.214
3926	2147483647	2147483647	1	220.160.201.215	220.161.17.255
3927	2147483647	2147483647	1	220.161.25.0	220.161.42.255
3928	2147483647	2147483647	1	220.161.44.0	220.161.85.45
3929	2147483647	2147483647	1	220.161.88.0	220.161.177.0
3930	2147483647	2147483647	1	220.161.177.202	220.161.184.255
3931	2147483647	2147483647	1	220.161.186.0	220.161.194.255
3932	2147483647	2147483647	1	220.161.196.0	220.161.204.255
3933	2147483647	2147483647	1	220.161.206.0	220.161.208.255
3934	2147483647	2147483647	1	220.161.209.201	220.161.215.255
3935	2147483647	2147483647	1	220.161.217.0	220.161.221.255
3936	2147483647	2147483647	1	220.161.223.0	220.162.23.255
3937	2147483647	2147483647	1	220.162.25.0	220.162.26.255
3938	2147483647	2147483647	1	220.162.33.0	220.162.38.255
3939	2147483647	2147483647	1	220.162.47.0	220.162.113.8
3940	2147483647	2147483647	3	220.162.113.9	220.162.113.9
3941	2147483647	2147483647	1	220.162.113.10	220.162.134.255
3942	2147483647	2147483647	1	220.162.136.0	220.162.159.254
3943	2147483647	2147483647	1	220.162.160.0	220.162.160.7
3944	2147483647	2147483647	2	220.162.160.8	220.162.160.8
3945	2147483647	2147483647	3	220.162.193.179	220.162.193.179
3946	2147483647	2147483647	3	220.162.195.106	220.162.195.106
3947	2147483647	2147483647	3	220.162.201.130	220.162.201.130
3948	2147483647	2147483647	3	220.162.230.145	220.162.230.150
3949	2147483647	2147483647	1	220.162.230.151	220.163.126.255
3950	2147483647	2147483647	2	220.163.127.0	220.163.159.255
3951	2147483647	2147483647	1	220.163.160.0	220.163.223.255
3952	2147483647	2147483647	1	220.163.233.0	220.164.107.255
3953	2147483647	2147483647	1	220.164.110.0	220.164.112.249
3954	2147483647	2147483647	1	220.164.115.0	220.164.118.255
3955	2147483647	2147483647	1	220.164.119.167	220.164.119.254
3956	2147483647	2147483647	1	220.164.120.0	220.164.123.254
3957	2147483647	2147483647	1	220.164.124.0	220.164.124.255
3958	2147483647	2147483647	1	220.164.126.0	220.164.126.255
3959	2147483647	2147483647	1	220.164.128.0	220.164.170.0
3960	2147483647	2147483647	1	220.164.170.254	220.164.190.255
3961	2147483647	2147483647	1	220.164.192.0	220.164.254.255
3962	2147483647	2147483647	1	220.164.255.201	220.165.84.255
3963	2147483647	2147483647	1	220.165.85.231	220.165.121.1
3964	2147483647	2147483647	2	220.165.121.2	220.165.121.2
3965	2147483647	2147483647	1	220.165.121.3	220.165.250.127
3966	2147483647	2147483647	1	220.165.251.0	220.165.252.254
3967	2147483647	2147483647	1	220.165.253.0	220.166.29.255
3968	2147483647	2147483647	1	220.166.36.0	220.166.74.9
3969	2147483647	2147483647	1	220.166.77.0	220.166.79.255
3970	2147483647	2147483647	3	220.166.80.222	220.166.80.246
3971	2147483647	2147483647	1	220.166.81.0	220.166.183.255
3972	2147483647	2147483647	1	220.166.188.0	220.166.214.26
3973	2147483647	2147483647	1	220.166.216.0	220.166.229.255
3974	2147483647	2147483647	1	220.166.231.0	220.167.27.141
3975	2147483647	2147483647	1	220.167.29.160	220.167.29.165
3976	2147483647	2147483647	1	220.167.30.0	220.167.31.255
3977	2147483647	2147483647	1	220.167.33.0	220.167.39.255
3978	2147483647	2147483647	1	220.167.48.0	220.167.98.255
3979	2147483647	2147483647	1	220.167.100.0	220.167.113.255
3980	2147483647	2147483647	1	220.167.117.0	220.167.118.255
3981	2147483647	2147483647	1	220.167.122.0	220.167.122.255
3982	2147483647	2147483647	1	220.167.128.0	220.168.13.255
3983	2147483647	2147483647	1	220.168.14.77	220.168.24.255
3984	2147483647	2147483647	1	220.168.26.0	220.168.29.255
3985	2147483647	2147483647	1	220.168.31.0	220.168.43.255
3986	2147483647	2147483647	1	220.168.44.16	220.168.63.255
3987	2147483647	2147483647	1	220.168.64.58	220.168.66.255
3988	2147483647	2147483647	1	220.168.68.0	220.168.134.255
3989	2147483647	2147483647	1	220.168.136.227	220.169.151.255
3990	2147483647	2147483647	1	220.169.160.0	220.169.200.44
3991	2147483647	2147483647	2	220.169.200.45	220.169.200.46
3992	2147483647	2147483647	1	220.169.200.47	220.169.241.95
3993	2147483647	2147483647	1	220.169.242.0	220.170.2.255
3994	2147483647	2147483647	1	220.170.4.0	220.170.9.255
3995	2147483647	2147483647	1	220.170.11.0	220.170.13.255
3996	2147483647	2147483647	1	220.170.15.0	220.170.22.255
3997	2147483647	2147483647	1	220.170.24.0	220.170.29.255
3998	2147483647	2147483647	1	220.170.32.0	220.170.70.255
3999	2147483647	2147483647	1	220.170.71.1	220.170.74.241
4000	2147483647	2147483647	2	220.170.74.243	220.170.75.87
4001	2147483647	2147483647	1	220.170.75.89	220.170.75.255
4002	2147483647	2147483647	1	220.170.78.0	220.170.80.255
4003	2147483647	2147483647	1	220.170.82.0	220.170.105.255
4004	2147483647	2147483647	1	220.170.107.0	220.170.199.255
4005	2147483647	2147483647	1	220.170.202.0	220.170.255.255
4006	2147483647	2147483647	1	220.171.1.0	220.172.75.2
4007	2147483647	2147483647	1	220.172.79.0	220.172.124.255
4008	2147483647	2147483647	1	220.172.126.0	220.172.149.255
4009	2147483647	2147483647	1	220.172.151.0	220.172.152.255
4010	2147483647	2147483647	1	220.172.154.0	220.172.157.255
4011	2147483647	2147483647	1	220.172.159.0	220.172.199.255
4012	2147483647	2147483647	1	220.172.200.144	220.172.200.235
4013	2147483647	2147483647	1	220.172.201.0	220.172.204.255
4014	2147483647	2147483647	1	220.172.206.0	220.173.174.255
4015	2147483647	2147483647	1	220.173.175.1	220.173.208.16
4016	2147483647	2147483647	3	220.173.208.17	220.173.208.17
4017	2147483647	2147483647	1	220.173.208.18	220.174.32.255
4018	2147483647	2147483647	1	220.174.34.0	220.174.63.255
4019	2147483647	2147483647	1	220.174.64.221	220.174.115.254
4020	2147483647	2147483647	1	220.174.116.0	220.174.129.255
4021	2147483647	2147483647	1	220.174.130.1	220.174.130.255
4022	2147483647	2147483647	1	220.174.132.0	220.174.165.255
4023	2147483647	2147483647	1	220.174.166.8	220.174.170.255
4024	2147483647	2147483647	1	220.174.172.0	220.174.192.255
4025	2147483647	2147483647	1	220.174.194.0	220.175.3.255
4026	2147483647	2147483647	1	220.175.5.0	220.175.11.255
4027	2147483647	2147483647	1	220.175.13.0	220.175.15.255
4028	2147483647	2147483647	1	220.175.18.0	220.175.51.255
4029	2147483647	2147483647	1	220.175.53.0	220.175.56.255
4030	2147483647	2147483647	1	220.175.62.0	220.175.71.255
4031	2147483647	2147483647	1	220.175.73.0	220.175.76.255
4032	2147483647	2147483647	1	220.175.80.0	220.175.88.255
4033	2147483647	2147483647	1	220.175.90.0	220.175.99.255
4034	2147483647	2147483647	1	220.175.103.0	220.175.104.255
4035	2147483647	2147483647	1	220.175.106.0	220.175.107.255
4036	2147483647	2147483647	1	220.175.116.0	220.175.123.255
4037	2147483647	2147483647	1	220.175.128.0	220.175.183.255
4038	2147483647	2147483647	1	220.175.185.0	220.176.1.196
4039	2147483647	2147483647	2	220.176.1.197	220.176.1.197
4040	2147483647	2147483647	1	220.176.1.198	220.176.1.254
4041	2147483647	2147483647	1	220.176.2.0	220.176.5.255
4042	2147483647	2147483647	1	220.176.7.0	220.176.13.255
4043	2147483647	2147483647	1	220.176.14.250	220.176.14.250
4044	2147483647	2147483647	1	220.176.16.0	220.176.18.254
4045	2147483647	2147483647	1	220.176.19.0	220.176.27.255
4046	2147483647	2147483647	1	220.176.29.0	220.176.109.240
4047	2147483647	2147483647	2	220.176.109.241	220.176.109.241
4048	2147483647	2147483647	1	220.176.109.242	220.176.112.255
4049	2147483647	2147483647	1	220.176.114.0	220.176.162.255
4050	2147483647	2147483647	1	220.176.166.71	220.176.215.255
4051	2147483647	2147483647	1	220.176.216.51	220.176.216.60
4052	2147483647	2147483647	1	220.176.217.6	220.176.255.255
4053	2147483647	2147483647	1	220.177.1.0	220.177.51.255
4054	2147483647	2147483647	1	220.177.53.0	220.178.5.255
4055	2147483647	2147483647	1	220.178.7.0	220.178.9.255
4056	2147483647	2147483647	1	220.178.13.0	220.178.13.255
4057	2147483647	2147483647	1	220.178.15.0	220.178.48.38
4058	2147483647	2147483647	2	220.178.48.39	220.178.48.114
4059	2147483647	2147483647	1	220.178.48.115	220.178.79.255
4060	2147483647	2147483647	1	220.178.81.0	220.178.136.255
4061	2147483647	2147483647	1	220.178.138.0	220.178.222.247
4062	2147483647	2147483647	1	220.178.223.0	220.178.249.130
4063	2147483647	2147483647	3	220.178.249.131	220.178.249.131
4064	2147483647	2147483647	1	220.178.249.132	220.179.86.255
4065	2147483647	2147483647	1	220.179.88.0	220.179.173.155
4066	2147483647	2147483647	2	220.179.173.156	220.179.173.157
4067	2147483647	2147483647	1	220.179.173.158	220.180.92.255
4068	2147483647	2147483647	1	220.180.96.0	220.181.4.255
4069	2147483647	2147483647	1	220.181.9.0	220.181.11.255
4070	2147483647	2147483647	1	220.181.16.0	220.181.17.255
4071	2147483647	2147483647	1	220.181.20.0	220.181.25.255
4072	2147483647	2147483647	1	220.181.29.0	220.181.31.255
4073	2147483647	2147483647	1	220.181.34.0	220.181.45.255
4074	2147483647	2147483647	1	220.181.47.0	220.181.54.255
4075	2147483647	2147483647	1	220.181.57.0	220.184.60.255
4076	2147483647	2147483647	1	220.184.62.0	220.184.85.255
4077	2147483647	2147483647	1	220.184.88.0	220.184.116.255
4078	2147483647	2147483647	1	220.184.118.0	220.184.118.255
4079	2147483647	2147483647	1	220.184.120.0	220.184.129.255
4080	2147483647	2147483647	1	220.184.132.0	220.184.132.255
4081	2147483647	2147483647	1	220.184.134.0	220.184.250.255
4082	2147483647	2147483647	1	220.184.252.0	220.186.104.255
4083	2147483647	2147483647	1	220.186.106.0	220.186.116.255
4084	2147483647	2147483647	1	220.186.118.0	220.186.143.255
4085	2147483647	2147483647	1	220.186.145.0	220.186.225.255
4086	2147483647	2147483647	1	220.186.227.0	220.186.229.255
4087	2147483647	2147483647	1	220.186.231.0	220.187.223.255
4088	2147483647	2147483647	1	220.187.228.0	220.187.231.255
4089	2147483647	2147483647	1	220.187.236.0	220.188.64.255
4090	2147483647	2147483647	1	220.188.65.85	220.188.65.254
4091	2147483647	2147483647	1	220.188.66.0	220.189.135.255
4092	2147483647	2147483647	1	220.189.139.0	220.189.194.255
4093	2147483647	2147483647	1	220.189.195.168	220.189.195.247
4094	2147483647	2147483647	1	220.189.196.0	220.189.219.255
4095	2147483647	2147483647	1	220.189.220.128	220.189.223.239
4096	2147483647	2147483647	1	220.189.224.0	220.189.224.255
4097	2147483647	2147483647	1	220.189.225.12	220.189.225.217
4098	2147483647	2147483647	3	220.189.225.218	220.189.225.222
4099	2147483647	2147483647	3	220.189.226.243	220.189.226.246
4100	2147483647	2147483647	1	220.189.226.247	220.190.100.255
4101	2147483647	2147483647	1	220.190.102.0	220.191.10.255
4102	2147483647	2147483647	1	220.191.12.0	220.191.73.255
4103	2147483647	2147483647	1	220.191.80.0	220.191.239.255
4104	2147483647	2147483647	1	220.192.0.0	220.192.182.255
4105	2147483647	2147483647	2	220.192.183.0	220.192.215.255
4106	2147483647	2147483647	1	220.192.216.0	220.192.238.255
4107	2147483647	2147483647	2	220.192.239.0	220.192.239.255
4108	2147483647	2147483647	1	220.192.240.0	220.192.247.255
4109	2147483647	2147483647	2	220.192.248.0	220.192.253.255
4110	2147483647	2147483647	1	220.192.254.0	220.192.255.255
4111	2147483647	2147483647	2	220.193.0.0	220.194.101.255
4112	2147483647	2147483647	2	220.194.103.0	220.194.103.255
4113	2147483647	2147483647	2	220.194.105.0	220.194.202.255
4114	2147483647	2147483647	2	220.194.204.0	220.194.221.255
4115	2147483647	2147483647	2	220.194.224.0	220.195.3.170
4116	2147483647	2147483647	2	220.195.4.0	220.195.7.255
4117	2147483647	2147483647	2	220.195.8.187	220.196.129.255
4118	2147483647	2147483647	2	220.196.132.0	220.196.132.255
4119	2147483647	2147483647	2	220.196.133.106	220.196.134.169
4120	2147483647	2147483647	2	220.196.135.0	220.196.145.255
4121	2147483647	2147483647	2	220.196.146.16	220.196.166.80
4122	2147483647	2147483647	3	220.196.166.81	220.196.166.81
4123	2147483647	2147483647	2	220.196.166.82	220.196.237.255
4124	2147483647	2147483647	1	220.196.238.0	220.196.245.255
4125	2147483647	2147483647	2	220.196.246.0	220.196.246.255
4126	2147483647	2147483647	2	220.196.254.0	220.196.255.255
4127	2147483647	2147483647	1	220.197.0.0	220.197.19.255
4128	2147483647	2147483647	2	220.197.20.0	220.197.31.255
4129	2147483647	2147483647	2	220.197.33.0	220.197.36.255
4130	2147483647	2147483647	2	220.197.38.0	220.197.167.255
4131	2147483647	2147483647	1	220.197.168.0	220.197.175.255
4132	2147483647	2147483647	2	220.197.176.0	220.197.189.64
4133	2147483647	2147483647	3	220.197.189.65	220.197.189.66
4134	2147483647	2147483647	2	220.197.189.67	220.200.9.255
4135	2147483647	2147483647	2	220.200.12.0	220.200.75.255
4136	2147483647	2147483647	2	220.200.85.0	220.200.111.255
4137	2147483647	2147483647	2	220.200.112.206	220.200.135.11
4138	2147483647	2147483647	2	220.200.136.0	220.200.142.255
4139	2147483647	2147483647	1	220.200.143.0	220.200.145.97
4140	2147483647	2147483647	2	220.200.145.98	220.200.145.98
4141	2147483647	2147483647	1	220.200.145.99	220.200.147.255
4142	2147483647	2147483647	2	220.200.150.0	220.200.160.201
4143	2147483647	2147483647	2	220.200.170.0	220.200.199.255
4144	2147483647	2147483647	2	220.200.201.0	220.201.16.255
4145	2147483647	2147483647	2	220.201.25.0	220.201.161.255
4146	2147483647	2147483647	2	220.201.162.24	220.201.162.24
4147	2147483647	2147483647	2	220.201.163.0	220.201.218.255
4148	2147483647	2147483647	1	220.201.219.0	220.201.219.255
4149	2147483647	2147483647	2	220.201.220.0	220.201.224.0
4150	2147483647	2147483647	2	220.201.224.151	220.201.229.255
4151	2147483647	2147483647	1	220.201.230.0	220.201.235.255
4152	2147483647	2147483647	2	220.201.236.0	220.202.30.255
4153	2147483647	2147483647	2	220.202.32.0	220.202.41.255
4154	2147483647	2147483647	2	220.202.48.0	220.202.55.255
4155	2147483647	2147483647	2	220.202.61.0	220.202.61.255
4156	2147483647	2147483647	2	220.202.64.0	220.202.71.255
4157	2147483647	2147483647	1	220.202.72.0	220.202.76.255
4158	2147483647	2147483647	2	220.202.77.0	220.203.8.255
4159	2147483647	2147483647	1	220.203.9.0	220.203.38.255
4160	2147483647	2147483647	2	220.203.39.0	220.204.255.255
4161	2147483647	2147483647	1	220.205.0.0	220.207.54.255
4162	2147483647	2147483647	2	220.207.55.0	220.207.55.255
4163	2147483647	2147483647	1	220.207.56.0	220.207.150.255
4164	2147483647	2147483647	2	220.207.151.0	220.207.151.255
4165	2147483647	2147483647	1	220.207.152.0	220.207.252.255
4166	2147483647	2147483647	2	220.207.253.0	220.207.255.255
4167	2147483647	2147483647	1	220.243.162.0	220.243.162.255
4168	2147483647	2147483647	1	220.247.192.0	220.247.255.255
4169	2147483647	2147483647	2	220.248.0.0	220.248.59.255
4170	2147483647	2147483647	2	220.248.64.0	220.248.170.255
4171	2147483647	2147483647	2	220.248.172.0	220.249.21.255
4172	2147483647	2147483647	2	220.249.23.0	220.249.36.255
4173	2147483647	2147483647	2	220.249.39.0	220.249.42.255
4174	2147483647	2147483647	2	220.249.43.129	220.249.71.255
4175	2147483647	2147483647	2	220.249.73.0	220.249.86.255
4176	2147483647	2147483647	2	220.249.88.0	220.249.94.255
4177	2147483647	2147483647	2	220.249.96.0	220.249.100.255
4178	2147483647	2147483647	2	220.249.102.0	220.249.108.255
4179	2147483647	2147483647	2	220.249.109.16	220.249.202.255
4180	2147483647	2147483647	2	220.249.204.0	220.250.11.255
4181	2147483647	2147483647	1	220.250.12.0	220.250.12.255
4182	2147483647	2147483647	2	220.250.13.0	220.252.255.255
4183	2147483647	2147483647	1	220.255.0.0	220.255.122.255
4184	2147483647	2147483647	1	220.255.124.0	220.255.235.255
4185	2147483647	2147483647	1	220.255.237.0	220.255.255.255
4186	2147483647	2147483647	2	221.0.0.1	221.0.166.255
4187	2147483647	2147483647	2	221.0.169.0	221.0.180.255
4188	2147483647	2147483647	2	221.0.181.8	221.1.106.247
4189	2147483647	2147483647	2	221.1.107.0	221.1.107.250
4190	2147483647	2147483647	2	221.1.108.0	221.1.235.255
4191	2147483647	2147483647	2	221.1.237.0	221.2.96.255
4192	2147483647	2147483647	2	221.2.97.1	221.2.97.255
4193	2147483647	2147483647	2	221.2.98.20	221.2.98.243
4194	2147483647	2147483647	2	221.2.99.24	221.2.113.255
4195	2147483647	2147483647	2	221.2.115.0	221.3.137.255
4196	2147483647	2147483647	2	221.3.138.134	221.3.231.255
4197	2147483647	2147483647	2	221.3.235.0	221.3.247.255
4198	2147483647	2147483647	2	221.4.0.0	221.4.60.255
4199	2147483647	2147483647	2	221.4.62.0	221.4.141.255
4200	2147483647	2147483647	2	221.4.144.0	221.4.188.255
4201	2147483647	2147483647	2	221.4.190.0	221.4.219.255
4202	2147483647	2147483647	2	221.4.221.0	221.5.85.255
4203	2147483647	2147483647	2	221.5.87.0	221.5.98.255
4204	2147483647	2147483647	2	221.5.102.0	221.5.195.255
4205	2147483647	2147483647	2	221.5.196.116	221.6.28.255
4206	2147483647	2147483647	3	221.6.29.0	221.6.29.255
4207	2147483647	2147483647	2	221.6.30.0	221.6.145.240
4208	2147483647	2147483647	2	221.6.146.0	221.6.147.223
4209	2147483647	2147483647	2	221.6.148.0	221.6.189.255
4210	2147483647	2147483647	2	221.6.190.1	221.7.38.223
4211	2147483647	2147483647	2	221.7.39.0	221.7.61.255
4212	2147483647	2147483647	1	221.7.62.0	221.7.62.255
4213	2147483647	2147483647	2	221.7.63.0	221.7.130.255
4214	2147483647	2147483647	2	221.7.132.0	221.7.157.255
4215	2147483647	2147483647	2	221.7.158.76	221.7.212.255
4216	2147483647	2147483647	2	221.7.213.1	221.9.139.255
4217	2147483647	2147483647	2	221.9.141.0	221.10.2.255
4218	2147483647	2147483647	2	221.10.4.0	221.10.15.255
4219	2147483647	2147483647	2	221.10.17.0	221.10.39.255
4220	2147483647	2147483647	2	221.10.41.0	221.10.43.249
4221	2147483647	2147483647	2	221.10.44.1	221.10.54.255
4222	2147483647	2147483647	2	221.10.56.0	221.10.83.255
4223	2147483647	2147483647	2	221.10.86.0	221.10.88.255
4224	2147483647	2147483647	2	221.10.90.0	221.10.235.255
4225	2147483647	2147483647	2	221.10.237.0	221.11.4.255
4226	2147483647	2147483647	2	221.11.6.0	221.11.25.255
4227	2147483647	2147483647	2	221.11.26.36	221.11.26.36
4228	2147483647	2147483647	2	221.11.27.0	221.11.30.255
4229	2147483647	2147483647	2	221.11.33.0	221.11.54.255
4230	2147483647	2147483647	2	221.11.56.0	221.11.71.255
4231	2147483647	2147483647	2	221.11.72.2	221.11.98.255
4232	2147483647	2147483647	2	221.11.99.199	221.11.155.255
4233	2147483647	2147483647	2	221.11.157.0	221.12.12.255
4234	2147483647	2147483647	2	221.12.14.0	221.12.28.255
4235	2147483647	2147483647	2	221.12.30.0	221.12.31.255
4236	2147483647	2147483647	1	221.12.32.0	221.12.57.31
4237	2147483647	2147483647	2	221.12.57.32	221.12.57.35
4238	2147483647	2147483647	3	221.12.63.222	221.12.63.222
4239	2147483647	2147483647	1	221.12.63.223	221.12.63.255
4240	2147483647	2147483647	2	221.12.64.0	221.12.72.255
4241	2147483647	2147483647	2	221.12.76.0	221.12.76.255
4242	2147483647	2147483647	2	221.12.77.1	221.12.78.255
4243	2147483647	2147483647	2	221.12.80.0	221.12.92.165
4244	2147483647	2147483647	2	221.12.93.0	221.12.100.255
4245	2147483647	2147483647	1	221.12.101.0	221.12.101.255
4246	2147483647	2147483647	2	221.12.102.0	221.12.137.255
4247	2147483647	2147483647	2	221.12.139.0	221.12.151.255
4248	2147483647	2147483647	1	221.12.152.0	221.12.159.255
4249	2147483647	2147483647	2	221.12.160.0	221.12.191.255
4250	2147483647	2147483647	2	221.13.0.0	221.13.95.255
4251	2147483647	2147483647	2	221.13.128.0	221.13.134.255
4252	2147483647	2147483647	2	221.13.136.0	221.14.30.255
4253	2147483647	2147483647	2	221.14.32.0	221.14.78.255
4254	2147483647	2147483647	2	221.14.80.0	221.14.80.255
4255	2147483647	2147483647	2	221.14.85.0	221.14.85.255
4256	2147483647	2147483647	2	221.14.88.0	221.14.159.255
4257	2147483647	2147483647	2	221.14.161.0	221.14.168.255
4258	2147483647	2147483647	2	221.14.170.0	221.14.195.255
4259	2147483647	2147483647	2	221.14.197.0	221.14.200.255
4260	2147483647	2147483647	2	221.14.202.0	221.14.240.255
4261	2147483647	2147483647	1	221.14.241.0	221.14.243.255
4262	2147483647	2147483647	2	221.14.244.0	221.15.255.255
4263	2147483647	2147483647	1	221.120.0.0	221.120.95.255
4264	2147483647	2147483647	1	221.124.0.0	221.127.7.255
4265	2147483647	2147483647	1	221.127.9.0	221.127.255.255
4266	2147483647	2147483647	2	221.130.70.143	221.130.70.145
4267	2147483647	2147483647	2	221.131.219.0	221.131.219.255
4268	2147483647	2147483647	2	221.133.228.0	221.133.232.255
4269	2147483647	2147483647	2	221.136.0.0	221.136.209.255
4270	2147483647	2147483647	1	221.136.214.3	221.136.219.181
4271	2147483647	2147483647	1	221.136.220.0	221.136.220.255
4272	2147483647	2147483647	2	221.136.223.230	221.136.255.255
4273	2147483647	2147483647	1	221.138.0.0	221.147.62.255
4274	2147483647	2147483647	1	221.147.64.0	221.155.63.255
4275	2147483647	2147483647	1	221.155.65.0	221.169.255.255
4276	2147483647	2147483647	2	221.174.16.35	221.174.16.35
4277	2147483647	2147483647	2	221.192.0.0	221.192.54.255
4278	2147483647	2147483647	2	221.192.56.0	221.192.191.255
4279	2147483647	2147483647	2	221.192.193.0	221.193.39.255
4280	2147483647	2147483647	2	221.193.41.0	221.193.128.255
4281	2147483647	2147483647	2	221.193.130.0	221.194.91.255
4282	2147483647	2147483647	2	221.194.96.0	221.194.116.86
4283	2147483647	2147483647	2	221.194.117.160	221.194.140.255
4284	2147483647	2147483647	2	221.194.144.0	221.194.157.255
4285	2147483647	2147483647	2	221.194.159.255	221.194.169.15
4286	2147483647	2147483647	2	221.194.176.0	221.194.193.1
4287	2147483647	2147483647	2	221.194.193.255	221.194.195.1
4288	2147483647	2147483647	2	221.194.195.129	221.194.206.255
4289	2147483647	2147483647	2	221.194.208.0	221.194.219.255
4290	2147483647	2147483647	2	221.194.220.1	221.195.40.255
4291	2147483647	2147483647	2	221.195.41.8	221.196.15.255
4292	2147483647	2147483647	2	221.196.18.0	221.196.20.255
4293	2147483647	2147483647	2	221.196.21.171	221.199.15.254
4294	2147483647	2147483647	2	221.199.16.0	221.199.207.255
4295	2147483647	2147483647	2	221.199.224.0	221.200.215.255
4296	2147483647	2147483647	2	221.200.220.0	221.202.34.255
4297	2147483647	2147483647	2	221.202.36.0	221.202.79.255
4298	2147483647	2147483647	2	221.202.81.0	221.202.227.255
4299	2147483647	2147483647	2	221.202.240.0	221.202.255.255
4300	2147483647	2147483647	2	221.203.9.217	221.203.70.255
4301	2147483647	2147483647	2	221.203.72.0	221.203.115.255
4302	2147483647	2147483647	2	221.203.120.0	221.205.98.255
4303	2147483647	2147483647	2	221.205.100.0	221.205.253.255
4304	2147483647	2147483647	2	221.206.0.0	221.207.255.255
4305	2147483647	2147483647	2	221.208.1.0	221.208.5.255
4306	2147483647	2147483647	2	221.208.8.0	221.208.11.255
4307	2147483647	2147483647	2	221.208.13.0	221.208.49.255
4308	2147483647	2147483647	2	221.208.51.0	221.208.144.16
4309	2147483647	2147483647	1	221.208.144.17	221.208.144.17
4310	2147483647	2147483647	2	221.208.144.18	221.209.148.255
4311	2147483647	2147483647	2	221.209.150.0	221.209.184.255
4312	2147483647	2147483647	2	221.209.186.0	221.209.223.255
4313	2147483647	2147483647	2	221.209.225.0	221.209.226.193
4314	2147483647	2147483647	2	221.209.227.0	221.211.102.255
4315	2147483647	2147483647	2	221.211.103.101	221.211.106.255
4316	2147483647	2147483647	2	221.211.108.0	221.211.109.255
4317	2147483647	2147483647	2	221.211.110.151	221.211.110.255
4318	2147483647	2147483647	2	221.211.112.0	221.211.126.255
4319	2147483647	2147483647	2	221.211.128.0	221.211.149.189
4320	2147483647	2147483647	2	221.211.150.0	221.211.166.189
4321	2147483647	2147483647	2	221.211.167.0	221.211.176.129
4322	2147483647	2147483647	2	221.211.177.0	221.212.158.17
4323	2147483647	2147483647	1	221.212.158.18	221.212.158.18
4324	2147483647	2147483647	2	221.212.158.19	221.213.20.255
4325	2147483647	2147483647	2	221.213.21.1	221.214.44.255
4326	2147483647	2147483647	2	221.214.46.0	221.214.46.255
4327	2147483647	2147483647	2	221.214.48.0	221.214.53.38
4328	2147483647	2147483647	2	221.214.55.3	221.214.75.127
4329	2147483647	2147483647	2	221.214.76.0	221.214.241.255
4330	2147483647	2147483647	2	221.214.242.1	221.215.0.127
4331	2147483647	2147483647	2	221.215.1.0	221.215.1.83
4332	2147483647	2147483647	2	221.215.2.0	221.215.4.255
4333	2147483647	2147483647	2	221.215.6.0	221.215.7.255
4334	2147483647	2147483647	2	221.215.9.0	221.215.10.255
4335	2147483647	2147483647	2	221.215.12.4	221.215.12.255
4336	2147483647	2147483647	2	221.215.14.0	221.215.14.255
4337	2147483647	2147483647	2	221.215.16.0	221.215.16.255
4338	2147483647	2147483647	2	221.215.18.0	221.215.19.255
4339	2147483647	2147483647	2	221.215.22.0	221.218.168.255
4340	2147483647	2147483647	2	221.218.170.0	221.218.251.255
4341	2147483647	2147483647	2	221.218.253.0	221.223.255.255
4342	2147483647	2147483647	1	221.224.0.0	221.224.3.255
4343	2147483647	2147483647	1	221.224.4.120	221.224.4.239
4344	2147483647	2147483647	1	221.224.5.16	221.224.5.255
4345	2147483647	2147483647	1	221.224.6.1	221.224.12.255
4346	2147483647	2147483647	1	221.224.14.32	221.224.14.223
4347	2147483647	2147483647	1	221.224.15.0	221.224.16.255
4348	2147483647	2147483647	1	221.224.18.0	221.224.18.255
4349	2147483647	2147483647	1	221.224.19.1	221.224.19.255
4350	2147483647	2147483647	1	221.224.20.1	221.224.27.226
4351	2147483647	2147483647	2	221.224.27.227	221.224.27.228
4352	2147483647	2147483647	1	221.224.27.229	221.224.30.255
4353	2147483647	2147483647	1	221.224.31.12	221.224.32.175
4354	2147483647	2147483647	3	221.224.32.176	221.224.32.183
4355	2147483647	2147483647	1	221.224.32.184	221.224.34.255
4356	2147483647	2147483647	1	221.224.35.16	221.224.36.255
4357	2147483647	2147483647	1	221.224.37.24	221.224.47.255
4358	2147483647	2147483647	1	221.224.48.1	221.224.59.255
4359	2147483647	2147483647	1	221.224.60.1	221.224.60.223
4360	2147483647	2147483647	1	221.224.61.32	221.224.71.255
4361	2147483647	2147483647	1	221.224.73.0	221.224.85.255
4362	2147483647	2147483647	1	221.224.89.0	221.224.94.255
4363	2147483647	2147483647	1	221.224.96.0	221.224.114.49
4364	2147483647	2147483647	2	221.224.114.50	221.224.114.50
4365	2147483647	2147483647	1	221.224.114.51	221.224.162.255
4366	2147483647	2147483647	1	221.224.163.72	221.225.79.255
4367	2147483647	2147483647	1	221.225.96.0	221.226.3.255
4368	2147483647	2147483647	1	221.226.5.0	221.226.44.255
4369	2147483647	2147483647	1	221.226.46.0	221.226.152.9
4370	2147483647	2147483647	2	221.226.152.10	221.226.152.10
4371	2147483647	2147483647	1	221.226.152.11	221.226.171.255
